Label,DEPTH,Plot,Rainfall,Interval,Sample_mass,SandMasswBag,Dryingbagmass,Drymasswbag,D_bagMasswSand,DrySandMass,TotalBagwSandMass,Date,Time,Datetime,Wmass,Dmass,Moist
1Q7,1,7,5,1,4.95,2.1,1.3,3.42,1.41,0.11,2.21,7/30/22,18:00:00,7/30/22 18:00,2.74,2.01,36.31840796
3Q7,3,7,5,4,6.44,3.58,1.32,3.47,1.48,0.16,3.74,7/31/22,12:00:00,7/31/22 12:00,2.7,1.99,35.67839196
0Q2,0,2,5,1,4.51,2.08,1.27,3.5,1.28,0.01,2.09,7/30/22,18:00:00,7/30/22 18:00,2.42,2.22,9.009009009
3Q6,3,6,5,3,8.33,4.29,1.29,4.53,2.25,0.96,5.25,7/31/22,6:00:00,7/31/22 6:00,3.08,2.28,35.0877193
0Q10,0,10,5,1,4.1,2.04,1.3,3.21,1.32,0.02,2.06,7/30/22,18:00:00,7/30/22 18:00,2.04,1.89,7.936507937
3Q2,3,2,5,2,6.89,3.94,1.28,3.5,1.4,0.12,4.06,7/31/22,0:00:00,7/31/22 0:00,2.83,2.1,34.76190476
1Q6,1,6,5,3,8.69,4.67,1.32,4.63,2.58,1.26,5.93,7/31/22,6:00:00,7/31/22 6:00,2.76,2.05,34.63414634
3Q10,3,10,5,2,7.35,4.34,1.3,3.58,1.46,0.16,4.5,7/31/22,0:00:00,7/31/22 0:00,2.85,2.12,34.43396226
3Q2,3,2,5,3,8.44,4.59,1.2,4.29,2.07,0.87,5.46,7/31/22,6:00:00,7/31/22 6:00,2.98,2.22,34.23423423
3Q2,3,2,5,7,6.19,3.33,1.28,3.49,1.58,0.3,3.63,8/1/22,6:00:00,8/1/22 6:00,2.56,1.91,34.03141361
3Q6,3,6,5,6,5.73,2.99,1.31,3.41,1.52,0.21,3.2,8/1/22,0:00:00,8/1/22 0:00,2.53,1.89,33.86243386
3Q14,3,14,5,2,8.9,5.86,1.33,3.71,1.74,0.41,6.27,7/31/22,0:00:00,7/31/22 0:00,2.63,1.97,33.50253807
3Q13,3,13,10,2,7.17,4.35,1.3,3.44,1.4,0.1,4.45,7/31/22,0:00:00,7/31/22 0:00,2.72,2.04,33.33333333
3Q2,3,2,5,6,5.73,2.66,1.29,3.69,1.65,0.36,3.02,8/1/22,0:00:00,8/1/22 0:00,2.71,2.04,32.84313725
3Q7,3,7,5,6,5.3,2.54,1.28,3.42,1.5,0.22,2.76,8/1/22,0:00:00,8/1/22 0:00,2.54,1.92,32.29166667
0Q6,0,6,5,1,4.08,2.03,1.3,3.24,1.34,0.04,2.07,7/30/22,18:00:00,7/30/22 18:00,2.01,1.9,5.789473684
1Q2,1,2,5,2,6.14,3.23,1.3,3.54,1.41,0.11,3.34,7/31/22,0:00:00,7/31/22 0:00,2.8,2.13,31.45539906
1Q2,1,2,5,6,5.55,2.79,1.31,3.43,1.36,0.05,2.84,8/1/22,0:00:00,8/1/22 0:00,2.71,2.07,30.9178744
1Q6,1,6,5,1,7.02,3.59,1.22,3.94,1.63,0.41,4,7/30/22,18:00:00,7/30/22 18:00,3.02,2.31,30.73593074
1Q2,1,2,5,6,4.67,2.4,1.31,3.09,1.48,0.17,2.57,8/1/22,0:00:00,8/1/22 0:00,2.1,1.61,30.43478261
3Q3,3,3,10,1,6.12,2.49,1.29,4.27,2.12,0.83,3.32,7/30/22,18:00:00,7/30/22 18:00,2.8,2.15,30.23255814
0Q5,0,5,0,1,4.01,1.99,1.27,3.19,1.27,0,1.99,7/30/22,18:00:00,7/30/22 18:00,2.02,1.92,5.208333333
3Q7,3,7,5,3,7.37,3.71,1.31,4.26,1.87,0.56,4.27,7/31/22,6:00:00,7/31/22 6:00,3.1,2.39,29.70711297
1Q13,1,13,10,7,5.52,2.68,1.33,3.56,1.5,0.17,2.85,8/1/22,6:00:00,8/1/22 6:00,2.67,2.06,29.61165049
3Q14,3,14,5,1,5.73,2.91,1.31,3.55,1.53,0.22,3.13,7/30/22,18:00:00,7/30/22 18:00,2.6,2.02,28.71287129
3Q7,3,7,5,6,6.99,4.07,1.3,3.57,1.3,0,4.07,8/1/22,0:00:00,8/1/22 0:00,2.92,2.27,28.63436123
0Q11,0,11,0,1,4.03,2.01,1.29,3.23,1.29,0,2.01,7/30/22,18:00:00,7/30/22 18:00,2.02,1.94,4.12371134
0Q15,0,15,0,1,4.02,1.98,1.25,3.21,1.25,0,1.98,7/30/22,18:00:00,7/30/22 18:00,2.04,1.96,4.081632653
3Q6,3,6,5,2,6.54,3.92,1.27,3.37,1.51,0.24,4.16,7/31/22,0:00:00,7/31/22 0:00,2.38,1.86,27.95698925
3Q2,3,2,5,1,4.28,2.1,1.27,3,1.39,0.12,2.22,7/30/22,18:00:00,7/30/22 18:00,2.06,1.61,27.95031056
1Q14,1,14,5,7,7.83,4.57,1.32,3.98,1.81,0.49,5.06,8/1/22,6:00:00,8/1/22 6:00,2.77,2.17,27.64976959
3Q7,3,7,5,7,4.73,2.21,1.29,3.28,1.36,0.07,2.28,8/1/22,6:00:00,8/1/22 6:00,2.45,1.92,27.60416667
0Q1,0,1,0,1,5.74,2.04,1.28,4.84,1.28,0,2.04,7/30/22,18:00:00,7/30/22 18:00,3.7,3.56,3.93258427
0Q9,0,9,0,1,3.94,2.01,1.29,3.16,1.29,0,2.01,7/30/22,18:00:00,7/30/22 18:00,1.93,1.87,3.20855615
1Q2,1,2,5,1,5.06,2.07,1.19,3.62,1.55,0.36,2.43,7/30/22,18:00:00,7/30/22 18:00,2.63,2.07,27.0531401
1Q1,1,1,0,6,4.65,2.16,1.28,3.24,1.28,0,2.16,8/1/22,0:00:00,8/1/22 0:00,2.49,1.96,27.04081633
0Q1,0,1,0,2,3.94,2.04,1.27,NA,NA,NA,NA,7/31/22,0:00:00,7/31/22 0:00,#VALUE!,#VALUE!,#VALUE!
3Q13,3,13,10,1,4.66,2.05,1.32,3.41,1.43,0.11,2.16,7/30/22,18:00:00,7/30/22 18:00,2.5,1.98,26.26262626
3Q7,3,7,5,1,4.84,2.29,1.27,3.34,1.51,0.24,2.53,7/30/22,18:00:00,7/30/22 18:00,2.31,1.83,26.2295082
3Q6,3,6,5,1,6.84,3.75,1.29,3.78,1.48,0.19,3.94,7/30/22,18:00:00,7/30/22 18:00,2.9,2.3,26.08695652
3Q2,3,2,5,5,5.19,2.41,1.31,3.57,1.52,0.21,2.62,7/31/22,18:00:00,7/31/22 18:00,2.57,2.05,25.36585366
0Q4,0,4,10,2,5.92,3.04,1.3,3.35,1.36,0.06,3.1,7/31/22,0:00:00,7/31/22 0:00,2.82,1.99,41.70854271
1Q7,1,7,5,7,5.45,2.84,1.3,3.39,1.3,0,2.84,8/1/22,6:00:00,8/1/22 6:00,2.61,2.09,24.88038278
0Q8,0,8,10,2,5.31,2.3,1.34,3.54,1.36,0.02,2.32,7/31/22,0:00:00,7/31/22 0:00,2.99,2.18,37.1559633
1Q7,1,7,5,2,6.9,4.27,1.27,3.41,1.4,0.13,4.4,7/31/22,0:00:00,7/31/22 0:00,2.5,2.01,24.37810945
0Q12,0,12,10,2,5.82,3.04,1.3,3.39,1.43,0.13,3.17,7/31/22,0:00:00,7/31/22 0:00,2.65,1.96,35.20408163
0Q3,0,3,10,2,5.64,2.93,1.29,3.36,1.37,0.08,3.01,7/31/22,0:00:00,7/31/22 0:00,2.63,1.99,32.16080402
0Q10,0,10,5,2,4.36,2.09,1.28,3.05,1.29,0.01,2.1,7/31/22,0:00:00,7/31/22 0:00,2.26,1.76,28.40909091
0Q14,0,14,5,2,4.48,2.08,1.3,3.24,1.31,0.01,2.09,7/31/22,0:00:00,7/31/22 0:00,2.39,1.93,23.83419689
1Q10,1,10,5,7,5.55,3.1,1.34,3.34,1.41,0.07,3.17,8/1/22,6:00:00,8/1/22 6:00,2.38,1.93,23.31606218
0Q13,0,13,10,2,4.81,2.24,1.25,3.34,1.32,0.07,2.31,7/31/22,0:00:00,7/31/22 0:00,2.5,2.02,23.76237624
0Q2,0,2,5,2,4.68,2.19,1.26,3.28,1.29,0.03,2.22,7/31/22,0:00:00,7/31/22 0:00,2.46,1.99,23.61809045
3Q15,3,15,0,6,5.51,2.24,1.29,3.99,1.35,0.06,2.3,8/1/22,0:00:00,8/1/22 0:00,3.21,2.64,21.59090909
0Q6,0,6,5,2,4.97,2.17,1.28,3.58,1.28,0,2.17,7/31/22,0:00:00,7/31/22 0:00,2.8,2.3,21.73913043
1Q2,1,2,5,7,4.49,2.43,1.3,3,1.3,0,2.43,8/1/22,6:00:00,8/1/22 6:00,2.06,1.7,21.17647059
0Q5,0,5,0,2,3.74,2.14,1.3,2.71,1.38,0.08,2.22,7/31/22,0:00:00,7/31/22 0:00,1.52,1.33,14.28571429
0Q7,0,7,5,2,4.22,2.06,1.28,3.17,1.28,0,2.06,7/31/22,0:00:00,7/31/22 0:00,2.16,1.89,14.28571429
0Q9,0,9,0,2,4.38,1.98,1.28,3.46,1.28,0,1.98,7/31/22,0:00:00,7/31/22 0:00,2.4,2.18,10.09174312
0Q11,0,11,0,2,4.19,1.99,1.29,3.3,1.29,0,1.99,7/31/22,0:00:00,7/31/22 0:00,2.2,2.01,9.452736318
0Q15,0,15,0,2,4.09,2.01,1.29,3.22,1.29,0,2.01,7/31/22,0:00:00,7/31/22 0:00,2.08,1.93,7.772020725
0Q8,0,8,10,3,5.84,2.19,1.34,3.8,1.63,0.29,2.48,7/31/22,6:00:00,7/31/22 6:00,3.36,2.17,54.83870968
1Q5,1,5,0,4,4.83,2.42,1.27,3.32,1.27,0,2.42,7/31/22,12:00:00,7/31/22 12:00,2.41,2.05,17.56097561
0Q3,0,3,10,3,6.19,2.42,1.3,4.07,2.01,0.71,3.13,7/31/22,6:00:00,7/31/22 6:00,3.06,2.06,48.54368932
0Q12,0,12,10,3,7.52,4.16,1.29,3.67,1.65,0.36,4.52,7/31/22,6:00:00,7/31/22 6:00,3,2.02,48.51485149
0Q13,0,13,10,3,4.82,2.03,1.32,3.41,1.4,0.08,2.11,7/31/22,6:00:00,7/31/22 6:00,2.71,2.01,34.82587065
0Q10,0,10,5,3,4.6,2.02,1.3,3.29,1.32,0.02,2.04,7/31/22,6:00:00,7/31/22 6:00,2.56,1.97,29.94923858
0Q7,0,7,5,3,5.2,2.39,1.13,3.38,1.41,0.28,2.67,7/31/22,6:00:00,7/31/22 6:00,2.53,1.97,28.42639594
0Q14,0,14,5,3,4.32,2.03,1.28,3.08,1.28,0,2.03,7/31/22,6:00:00,7/31/22 6:00,2.29,1.8,27.22222222
0Q6,0,6,5,3,5.1,2,1.28,3.77,1.34,0.06,2.06,7/31/22,6:00:00,7/31/22 6:00,3.04,2.43,25.10288066
0Q4,0,4,10,3,5,2.35,1.3,3.56,1.51,0.21,2.56,7/31/22,6:00:00,7/31/22 6:00,2.44,2.05,19.02439024
0Q2,0,2,5,3,4.49,2,1.21,3.34,1.35,0.14,2.14,7/31/22,6:00:00,7/31/22 6:00,2.35,1.99,18.09045226
0Q11,0,11,0,3,4.53,2.19,1.28,3.27,1.28,0,2.19,7/31/22,6:00:00,7/31/22 6:00,2.34,1.99,17.5879397
3Q12,3,12,10,3,8.82,4.59,1.27,5.18,3.09,1.82,6.41,7/31/22,6:00:00,7/31/22 6:00,2.41,2.09,15.31100478
0Q15,0,15,0,3,4.36,2.04,1.33,3.31,1.33,0,2.04,7/31/22,6:00:00,7/31/22 6:00,2.32,1.98,17.17171717
0Q1,0,1,0,3,4.52,2.03,1.27,3.44,1.3,0.03,2.06,7/31/22,6:00:00,7/31/22 6:00,2.46,2.14,14.95327103
0Q5,0,5,0,3,4.26,1.97,1.3,3.31,1.29,0,1.97,7/31/22,6:00:00,7/31/22 6:00,2.3,2.02,13.86138614
0Q9,0,9,0,3,4.57,2.1,1.28,3.45,1.28,0,2.1,7/31/22,6:00:00,7/31/22 6:00,2.47,2.17,13.82488479
0Q3,0,3,10,4,5.07,2.46,1.32,3.39,1.36,0.04,2.5,7/31/22,12:00:00,7/31/22 12:00,2.57,2.03,26.60098522
0Q4,0,4,10,4,4.94,2.48,1.31,3.28,1.31,0,2.48,7/31/22,12:00:00,7/31/22 12:00,2.46,1.97,24.87309645
0Q8,0,8,10,4,4.65,2.33,1.29,3.17,1.32,0.03,2.36,7/31/22,12:00:00,7/31/22 12:00,2.29,1.85,23.78378378
0Q13,0,13,10,4,3.85,1.94,1.29,2.89,1.29,0,1.94,7/31/22,12:00:00,7/31/22 12:00,1.91,1.6,19.375
0Q12,0,12,10,4,4.38,2.17,1.31,3.19,1.31,0,2.17,7/31/22,12:00:00,7/31/22 12:00,2.21,1.88,17.55319149
0Q2,0,2,5,4,4.89,2.46,1.28,3.36,1.31,0.03,2.49,7/31/22,12:00:00,7/31/22 12:00,2.4,2.05,17.07317073
0Q10,0,10,5,4,4.12,1.99,1.27,3.17,1.27,0,1.99,7/31/22,12:00:00,7/31/22 12:00,2.13,1.9,12.10526316
0Q14,0,14,5,4,4.23,1.99,1.25,3.28,1.25,0,1.99,7/31/22,12:00:00,7/31/22 12:00,2.24,2.03,10.34482759
0Q7,0,7,5,4,4.24,2.08,1.32,3.29,1.32,0,2.08,7/31/22,12:00:00,7/31/22 12:00,2.16,1.97,9.644670051
0Q5,0,5,0,4,4.26,2.16,1.32,3.24,1.32,0,2.16,7/31/22,12:00:00,7/31/22 12:00,2.1,1.92,9.375
0Q9,0,9,0,4,4.68,2.06,1.31,3.72,1.31,0,2.06,7/31/22,12:00:00,7/31/22 12:00,2.62,2.41,8.713692946
0Q6,0,6,5,4,4.24,2.11,1.3,3.26,1.3,0,2.11,7/31/22,12:00:00,7/31/22 12:00,2.13,1.96,8.673469388
3Q9,3,9,0,3,4.58,2.33,1.32,3.3,1.32,0,2.33,7/31/22,6:00:00,7/31/22 6:00,2.25,1.98,13.63636364
0Q1,0,1,0,4,5.31,2.18,1.33,4.22,1.33,0,2.18,7/31/22,12:00:00,7/31/22 12:00,3.13,2.89,8.30449827
0Q15,0,15,0,4,4.11,2.02,1.27,3.24,1.27,0,2.02,7/31/22,12:00:00,7/31/22 12:00,2.09,1.97,6.091370558
0Q11,0,11,0,4,4.1,2,1.27,3.27,1.27,0,2,7/31/22,12:00:00,7/31/22 12:00,2.1,2,5
3Q5,3,5,0,3,5.23,3.06,1.31,3.24,1.32,0.01,3.07,7/31/22,6:00:00,7/31/22 6:00,2.16,1.92,12.5
0Q3,0,3,10,5,4.61,2.36,1.25,3.22,1.25,0,2.36,7/31/22,18:00:00,7/31/22 18:00,2.25,1.97,14.21319797
0Q4,0,4,10,5,4.3,2.1,1.26,3.22,1.26,0,2.1,7/31/22,18:00:00,7/31/22 18:00,2.2,1.96,12.24489796
0Q8,0,8,10,5,4.13,2.08,1.33,3.19,1.33,0,2.08,7/31/22,18:00:00,7/31/22 18:00,2.05,1.86,10.21505376
0Q13,0,13,10,5,4.21,2.1,1.28,3.21,1.28,0,2.1,7/31/22,18:00:00,7/31/22 18:00,2.11,1.93,9.32642487
0Q14,0,14,5,5,4,2.1,1.3,3.04,1.3,0,2.1,7/31/22,18:00:00,7/31/22 18:00,1.9,1.74,9.195402299
0Q7,0,7,5,5,3.85,2.09,1.3,2.92,1.3,0,2.09,7/31/22,18:00:00,7/31/22 18:00,1.76,1.62,8.641975309
0Q6,0,6,5,5,4.61,2.2,1.3,3.54,1.3,0,2.2,7/31/22,18:00:00,7/31/22 18:00,2.41,2.24,7.589285714
0Q12,0,12,10,5,4.43,2.26,1.31,3.34,1.31,0,2.26,7/31/22,18:00:00,7/31/22 18:00,2.17,2.03,6.896551724
0Q11,0,11,0,5,4.53,2.42,1.33,3.31,1.37,0.04,2.46,7/31/22,18:00:00,7/31/22 18:00,2.07,1.94,6.701030928
0Q5,0,5,0,5,4.15,2.07,1.29,3.25,1.29,0,2.07,7/31/22,18:00:00,7/31/22 18:00,2.08,1.96,6.12244898
1Q4,1,4,10,7,4.44,2.19,1.31,3.35,1.45,0.14,2.33,8/1/22,6:00:00,8/1/22 6:00,2.11,1.9,11.05263158
0Q9,0,9,0,5,4.22,2.09,1.29,3.3,1.29,0,2.09,7/31/22,18:00:00,7/31/22 18:00,2.13,2.01,5.970149254
0Q15,0,15,0,5,5.83,2.34,1.3,4.62,1.36,0.06,2.4,7/31/22,18:00:00,7/31/22 18:00,3.43,3.26,5.214723926
0Q1,0,1,0,5,4.33,2.1,1.23,3.42,1.23,0,2.1,7/31/22,18:00:00,7/31/22 18:00,2.23,2.19,1.826484018
0Q2,0,2,5,5,3.72,2.11,1.25,3.24,1.25,0,2.11,7/31/22,18:00:00,7/31/22 18:00,1.61,1.99,-19.09547739
0Q10,0,10,5,5,4.17,2.06,1.29,4.63,2.54,1.25,3.31,7/31/22,18:00:00,7/31/22 18:00,0.86,2.09,-58.85167464
0Q3,0,3,10,6,5.16,2.65,1.32,3.29,1.32,0,2.65,8/1/22,0:00:00,8/1/22 0:00,2.51,1.97,27.41116751
0Q3,0,3,10,6,5.05,2.61,1.29,3.3,1.29,0,2.61,8/1/22,0:00:00,8/1/22 0:00,2.44,2.01,21.39303483
0Q13,0,13,10,6,4.45,2.17,1.3,3.26,1.67,0.37,2.54,8/1/22,0:00:00,8/1/22 0:00,1.91,1.59,20.12578616
0Q8,0,8,10,6,4.76,2.34,1.28,3.32,1.36,0.08,2.42,8/1/22,0:00:00,8/1/22 0:00,2.34,1.96,19.3877551
0Q4,0,4,10,6,4.34,2.12,1.3,3.2,1.3,0,2.12,8/1/22,0:00:00,8/1/22 0:00,2.22,1.9,16.84210526
0Q12,0,12,10,6,4.5,2.18,1.3,3.29,1.3,0,2.18,8/1/22,0:00:00,8/1/22 0:00,2.32,1.99,16.58291457
1Q11,1,11,0,6,4.38,2.25,1.29,3.24,1.29,0,2.25,8/1/22,0:00:00,8/1/22 0:00,2.13,1.95,9.230769231
0Q13,0,13,10,6,4.28,1.94,1.31,3.32,1.31,0,1.94,8/1/22,0:00:00,8/1/22 0:00,2.34,2.01,16.41791045
0Q8,0,8,10,6,4.47,2.15,1.29,3.29,1.29,0,2.15,8/1/22,0:00:00,8/1/22 0:00,2.32,2,16
3Q9,3,9,0,4,4.46,2.42,1.29,3.16,1.29,0,2.42,7/31/22,12:00:00,7/31/22 12:00,2.04,1.87,9.090909091
0Q12,0,12,10,6,4.45,2.13,1.29,3.3,1.29,0,2.13,8/1/22,0:00:00,8/1/22 0:00,2.32,2.01,15.42288557
3Q11,3,11,0,6,4.42,2.38,1.32,3.2,1.39,0.07,2.45,8/1/22,0:00:00,8/1/22 0:00,1.97,1.81,8.839779006
1Q9,1,9,0,3,4.27,2.03,1.29,3.35,1.29,0,2.03,7/31/22,6:00:00,7/31/22 6:00,2.24,2.06,8.737864078
1Q9,1,9,0,7,4.3,2.18,1.32,3.27,1.32,0,2.18,8/1/22,6:00:00,8/1/22 6:00,2.12,1.95,8.717948718
0Q2,0,2,5,6,4.96,2.1,1.3,3.78,1.3,0,2.1,8/1/22,0:00:00,8/1/22 0:00,2.86,2.48,15.32258065
1Q1,1,1,0,3,4.5,2.11,1.27,3.47,1.28,0.01,2.12,7/31/22,6:00:00,7/31/22 6:00,2.38,2.19,8.675799087
0Q4,0,4,10,6,4.53,2.15,1.3,3.37,1.31,0.01,2.16,8/1/22,0:00:00,8/1/22 0:00,2.37,2.06,15.04854369
0Q10,0,10,5,6,4.16,2.08,1.26,3.07,1.26,0,2.08,8/1/22,0:00:00,8/1/22 0:00,2.08,1.81,14.91712707
1Q5,1,5,0,7,5,2.36,1.3,3.73,1.3,0,2.36,8/1/22,6:00:00,8/1/22 6:00,2.64,2.43,8.641975309
1Q5,1,5,0,6,4.64,2.48,1.29,3.28,1.3,0.01,2.49,8/1/22,0:00:00,8/1/22 0:00,2.15,1.98,8.585858586
0Q7,0,7,5,6,3.76,2.07,1.28,2.76,1.3,0.02,2.09,8/1/22,0:00:00,8/1/22 0:00,1.67,1.46,14.38356164
0Q14,0,14,5,6,4.37,2.08,1.29,3.3,1.31,0.02,2.1,8/1/22,0:00:00,8/1/22 0:00,2.27,1.99,14.07035176
1Q1,1,1,0,6,3.96,2.1,1.29,3.01,1.32,0.03,2.13,8/1/22,0:00:00,8/1/22 0:00,1.83,1.69,8.284023669
0Q10,0,10,5,6,4.18,2.03,1.33,3.22,1.36,0.03,2.06,8/1/22,0:00:00,8/1/22 0:00,2.12,1.86,13.97849462
0Q7,0,7,5,6,4.43,2.14,1.32,3.33,1.32,0,2.14,8/1/22,0:00:00,8/1/22 0:00,2.29,2.01,13.93034826
3Q5,3,5,0,7,4.73,2.54,1.27,3.3,1.27,0,2.54,8/1/22,6:00:00,8/1/22 6:00,2.19,2.03,7.881773399
0Q6,0,6,5,6,4.29,2.05,1.31,3.28,1.31,0,2.05,8/1/22,0:00:00,8/1/22 0:00,2.24,1.97,13.70558376
0Q1,0,1,0,6,4.18,1.97,1.29,3.24,1.29,0,1.97,8/1/22,0:00:00,8/1/22 0:00,2.21,1.95,13.33333333
3Q11,3,11,0,4,4.67,2.53,1.28,3.27,1.29,0.01,2.54,7/31/22,12:00:00,7/31/22 12:00,2.13,1.98,7.575757576
3Q5,3,5,0,6,4.62,2.34,1.31,3.43,1.31,0,2.34,8/1/22,0:00:00,8/1/22 0:00,2.28,2.12,7.547169811
3Q5,3,5,0,4,4.49,2.33,1.3,3.31,1.31,0.01,2.34,7/31/22,12:00:00,7/31/22 12:00,2.15,2,7.5
1Q9,1,9,0,4,4.21,2.04,1.28,3.3,1.28,0,2.04,7/31/22,12:00:00,7/31/22 12:00,2.17,2.02,7.425742574
1Q15,1,15,0,4,4.25,2.07,1.31,3.34,1.31,0,2.07,7/31/22,12:00:00,7/31/22 12:00,2.18,2.03,7.389162562
0Q2,0,2,5,6,4.38,2.06,1.3,3.35,1.3,0,2.06,8/1/22,0:00:00,8/1/22 0:00,2.32,2.05,13.17073171
1Q9,1,9,0,6,4.1,2.03,1.28,3.21,1.28,0,2.03,8/1/22,0:00:00,8/1/22 0:00,2.07,1.93,7.25388601
0Q6,0,6,5,6,4.78,2.08,1.28,3.68,1.28,0,2.08,8/1/22,0:00:00,8/1/22 0:00,2.7,2.4,12.5
1Q1,1,1,0,5,5.2,2.19,1.28,4.09,1.28,0,2.19,7/31/22,18:00:00,7/31/22 18:00,3.01,2.81,7.117437722
3Q9,3,9,0,5,4.2,2.08,1.3,3.28,1.3,0,2.08,7/31/22,18:00:00,7/31/22 18:00,2.12,1.98,7.070707071
3Q11,3,11,0,7,4.41,2.29,1.31,3.29,1.31,0,2.29,8/1/22,6:00:00,8/1/22 6:00,2.12,1.98,7.070707071
3Q9,3,9,0,6,4.28,2,1.25,3.38,1.25,0,2,8/1/22,0:00:00,8/1/22 0:00,2.28,2.13,7.042253521
3Q1,3,1,0,4,4.16,2.16,1.27,3.14,1.27,0,2.16,7/31/22,12:00:00,7/31/22 12:00,2,1.87,6.951871658
3Q15,3,15,0,3,4.45,2.29,1.26,3.28,1.26,0,2.29,7/31/22,6:00:00,7/31/22 6:00,2.16,2.02,6.930693069
0Q5,0,5,0,6,4.56,2.34,1.28,3.26,1.28,0,2.34,8/1/22,0:00:00,8/1/22 0:00,2.22,1.98,12.12121212
3Q1,3,1,0,6,4.12,2.09,1.27,3.17,1.27,0,2.09,8/1/22,0:00:00,8/1/22 0:00,2.03,1.9,6.842105263
1Q9,1,9,0,6,4.2,2.17,1.3,3.2,1.3,0,2.17,8/1/22,0:00:00,8/1/22 0:00,2.03,1.9,6.842105263
0Q11,0,11,0,6,4.4,2.15,1.29,3.3,1.29,0,2.15,8/1/22,0:00:00,8/1/22 0:00,2.25,2.01,11.94029851
0Q9,0,9,0,6,4.26,2.03,1.28,3.28,1.28,0,2.03,8/1/22,0:00:00,8/1/22 0:00,2.23,2,11.5
1Q11,1,11,0,4,4.34,2.26,1.3,3.25,1.3,0,2.26,7/31/22,12:00:00,7/31/22 12:00,2.08,1.95,6.666666667
1Q1,1,1,0,2,5.51,2.46,1.27,4.13,1.27,0,2.46,7/31/22,0:00:00,7/31/22 0:00,3.05,2.86,6.643356643
1Q11,1,11,0,2,4.18,2.08,1.3,3.27,1.3,0,2.08,7/31/22,0:00:00,7/31/22 0:00,2.1,1.97,6.598984772
0Q15,0,15,0,6,4.22,2.04,1.31,3.27,1.31,0,2.04,8/1/22,0:00:00,8/1/22 0:00,2.18,1.96,11.2244898
3Q1,3,1,0,2,4.1,2.07,1.27,3.18,1.27,0,2.07,7/31/22,0:00:00,7/31/22 0:00,2.03,1.91,6.282722513
0Q1,0,1,0,6,4.99,2.2,1.28,3.79,1.29,0.01,2.21,8/1/22,0:00:00,8/1/22 0:00,2.78,2.5,11.2
3Q1,3,1,0,5,4.46,2.23,1.28,3.38,1.28,0,2.23,7/31/22,18:00:00,7/31/22 18:00,2.23,2.1,6.19047619
1Q1,1,1,0,4,4.43,2.18,1.29,3.41,1.29,0,2.18,7/31/22,12:00:00,7/31/22 12:00,2.25,2.12,6.132075472
0Q11,0,11,0,6,4.28,2.06,1.29,3.29,1.32,0.03,2.09,8/1/22,0:00:00,8/1/22 0:00,2.19,1.97,11.16751269
0Q5,0,5,0,6,4.12,2.12,1.3,3.1,1.3,0,2.12,8/1/22,0:00:00,8/1/22 0:00,2,1.8,11.11111111
0Q14,0,14,5,6,4.27,2.01,1.31,3.35,1.31,0,2.01,8/1/22,0:00:00,8/1/22 0:00,2.26,2.04,10.78431373
1Q15,1,15,0,2,4.18,2.04,1.26,3.28,1.27,0.01,2.05,7/31/22,0:00:00,7/31/22 0:00,2.13,2.01,5.970149254
0Q15,0,15,0,6,4.21,2.03,1.28,3.29,1.28,0,2.03,8/1/22,0:00:00,8/1/22 0:00,2.18,2.01,8.457711443
3Q5,3,5,0,6,4.52,2.36,1.32,3.36,1.35,0.03,2.39,8/1/22,0:00:00,8/1/22 0:00,2.13,2.01,5.970149254
1Q9,1,9,0,2,4.03,2.06,1.29,3.15,1.29,0,2.06,7/31/22,0:00:00,7/31/22 0:00,1.97,1.86,5.913978495
1Q5,1,5,0,6,4.48,2.33,1.25,3.28,1.25,0,2.33,8/1/22,0:00:00,8/1/22 0:00,2.15,2.03,5.911330049
1Q15,1,15,0,7,4.83,2.65,1.33,3.39,1.34,0.01,2.66,8/1/22,6:00:00,8/1/22 6:00,2.17,2.05,5.853658537
3Q5,3,5,0,5,4.5,2.32,1.3,3.36,1.3,0,2.32,7/31/22,18:00:00,7/31/22 18:00,2.18,2.06,5.825242718
0Q9,0,9,0,6,3.86,2.15,1.31,3.31,1.32,0.01,2.16,8/1/22,0:00:00,8/1/22 0:00,1.7,1.99,-14.57286432
1Q11,1,11,0,6,4.57,2.34,1.32,3.43,1.34,0.02,2.36,8/1/22,0:00:00,8/1/22 0:00,2.21,2.09,5.741626794
0Q4,0,4,10,7,6.53,3.53,1.3,3.39,1.3,0,3.53,8/1/22,6:00:00,8/1/22 6:00,3,2.09,43.54066986
3Q15,3,15,0,5,4.16,2.09,1.33,3.29,1.33,0,2.09,7/31/22,18:00:00,7/31/22 18:00,2.07,1.96,5.612244898
1Q11,1,11,0,3,4.13,2.05,1.25,3.22,1.25,0,2.05,7/31/22,6:00:00,7/31/22 6:00,2.08,1.97,5.583756345
0Q6,0,6,5,7,4.99,2.89,1.29,3.19,1.29,0,2.89,8/1/22,6:00:00,8/1/22 6:00,2.1,1.9,10.52631579
1Q11,1,11,0,7,5.36,2.44,1.27,4.04,1.35,0.08,2.52,8/1/22,6:00:00,8/1/22 6:00,2.84,2.69,5.576208178
