Device Name,D2 - 2645012,,,,
7/31/22 4:40,3.7,85.2,3.6,1.4,point
7/31/22 4:41,3.8,85.1,3.7,1.5,point
7/31/22 4:42,3.8,85.1,3.7,1.5,point
7/31/22 4:43,3.7,85.1,3.7,1.4,point
7/31/22 4:44,3.8,85.2,3.7,1.5,point
7/31/22 4:45,3.8,85.2,3.7,1.5,point
7/31/22 4:46,3.7,85.1,3.6,1.4,point
7/31/22 4:47,3.7,85.1,3.6,1.4,point
7/31/22 4:48,3.7,85.1,3.6,1.4,point
7/31/22 4:49,3.6,85.1,3.5,1.3,point
7/31/22 4:50,3.6,85.2,3.5,1.3,point
7/31/22 4:51,3.8,85.4,3.8,1.6,point
7/31/22 4:52,3.7,85.5,3.6,1.5,point
7/31/22 4:53,3.7,85.5,3.6,1.5,point
7/31/22 4:54,3.7,85.6,3.6,1.5,point
7/31/22 4:55,3.6,85.7,3.6,1.5,point
7/31/22 4:56,3.7,85.8,3.6,1.5,point
7/31/22 4:57,3.6,85.8,3.6,1.5,point
7/31/22 4:58,3.6,85.9,3.6,1.5,point
7/31/22 4:59,3.6,85.9,3.6,1.5,point
7/31/22 5:00,3.8,85.9,3.7,1.6,point
7/31/22 5:01,3.8,85.9,3.8,1.7,point
7/31/22 5:02,3.5,85.9,3.5,1.4,point
7/31/22 5:03,3.6,85.9,3.6,1.5,point
7/31/22 5:04,3.6,85.9,3.6,1.5,point
7/31/22 5:05,3.6,86,3.6,1.5,point
7/31/22 5:06,3.5,86.1,3.5,1.4,point
7/31/22 5:07,3.6,86.1,3.6,1.5,point
7/31/22 5:08,3.6,86.1,3.5,1.5,point
7/31/22 5:09,3.7,86.1,3.6,1.5,point
7/31/22 5:10,3.5,86.2,3.5,1.4,point
7/31/22 5:11,3.5,86.2,3.4,1.4,point
7/31/22 5:12,3.5,86.4,3.4,1.4,point
7/31/22 5:13,3.6,86.6,3.6,1.6,point
7/31/22 5:14,3.6,86.6,3.5,1.5,point
7/31/22 5:15,3.5,86.6,3.5,1.5,point
7/31/22 5:16,3.5,86.5,3.5,1.5,point
7/31/22 5:17,3.5,86.5,3.5,1.5,point
7/31/22 5:18,3.5,86.5,3.4,1.4,point
7/31/22 5:19,3.5,86.5,3.4,1.4,point
7/31/22 5:20,3.4,86.4,3.4,1.4,point
7/31/22 5:21,3.4,86.5,3.4,1.4,point
7/31/22 5:22,3.5,86.6,3.5,1.5,point
7/31/22 5:23,3.4,86.7,3.3,1.4,point
7/31/22 5:24,3.3,86.7,3.3,1.3,point
7/31/22 5:25,3.6,86.7,3.5,1.5,point
7/31/22 5:26,3.5,86.7,3.4,1.4,point
7/31/22 2:15,6.1,86.5,6,4,point
7/31/22 2:17,5.9,86.5,5.9,3.9,point
7/31/22 2:19,5.9,86.9,5.9,3.9,point
7/31/22 2:21,5.8,86.6,5.8,3.8,point
7/31/22 2:22,5.9,86.5,5.9,3.8,point
7/31/22 2:24,6,86.3,6,3.9,point
7/31/22 2:26,5.7,86.5,5.7,3.7,point
7/31/22 2:28,5.8,87.1,5.7,3.8,point
7/31/22 2:29,5.8,87.1,5.7,3.8,point
7/31/22 2:31,5.8,86.7,5.7,3.7,point
7/31/22 2:33,5.8,86.3,5.8,3.7,point
7/31/22 2:35,5.6,86.1,5.5,3.5,point
7/31/22 2:36,5.5,86,5.5,3.4,point
7/31/22 2:38,5.6,86,5.6,3.5,point
7/31/22 2:40,5.6,85.8,5.5,3.4,point
7/31/22 2:42,5.5,85.7,5.4,3.3,point
7/31/22 2:43,5.6,85.6,5.5,3.3,point
7/31/22 2:45,5.6,85.7,5.5,3.4,point
7/31/22 2:47,5.4,85.7,5.4,3.2,point
7/31/22 2:49,5.5,85.6,5.4,3.3,point
7/31/22 2:50,5.4,85.7,5.4,3.2,point
7/31/22 2:52,5.4,86.1,5.4,3.3,point
7/31/22 2:54,5.4,86.2,5.4,3.3,point
7/31/22 2:56,5.4,85.9,5.4,3.3,point
7/31/22 2:57,5.3,85.8,5.3,3.1,point
7/31/22 2:59,5.3,85.5,5.2,3.1,point
7/31/22 3:01,5.3,85.4,5.2,3,point
7/31/22 3:03,5.2,85.4,5.2,3,point
7/31/22 3:04,5.2,85.4,5.1,2.9,point
7/31/22 3:06,5.1,85.4,5,2.8,point
7/31/22 3:08,5.2,85.3,5.2,2.9,point
7/31/22 3:10,5,85.1,5,2.7,point
7/31/22 3:11,5.1,85.1,5,2.8,point
7/31/22 3:13,5.1,85.5,5.1,2.9,point
7/31/22 3:15,5,85.7,5,2.8,point
7/31/22 3:17,5,85.5,4.9,2.8,point
7/31/22 3:18,5,85.5,5,2.8,point
7/31/22 3:20,4.8,85.4,4.8,2.6,point
7/31/22 3:22,5,85.1,4.9,2.7,point
7/31/22 3:24,4.9,85,4.8,2.6,point
7/31/22 3:25,4.9,84.9,4.8,2.6,point
7/31/22 3:27,4.9,84.7,4.8,2.5,point
7/31/22 3:29,4.8,84.7,4.7,2.4,point
7/31/22 3:31,5,84.9,5,2.7,point
7/31/22 5:28,3.3,86.6,3.2,1.2,point
7/31/22 5:30,3.3,86.4,3.2,1.2,point
7/31/22 5:32,3.2,86.3,3.2,1.1,point
7/31/22 5:35,3.2,86.2,3.1,1.1,point
7/31/22 5:37,3.1,86.2,3.1,1,point
7/31/22 5:39,3.1,86.2,3.1,1,point
7/31/22 5:42,3.1,86,3.1,1,point
7/31/22 5:44,3.1,86,3,1,point
7/31/22 5:46,3,86.1,3,0.9,point
7/31/22 5:49,3.1,86.3,3,1,point
7/31/22 5:51,3.1,86.3,3.1,1,point
7/31/22 5:53,3,86.4,2.9,0.9,point
7/31/22 5:56,2.9,86.2,2.9,0.8,point
7/31/22 5:58,2.8,86.2,2.8,0.7,point
7/31/22 6:00,2.8,86.4,2.8,0.8,point
7/31/22 6:03,2.9,86.6,2.8,0.9,point
7/31/22 6:05,2.8,87.2,2.8,0.9,point
7/31/22 6:07,2.9,88,2.9,1.1,point
7/31/22 6:10,3,88.9,3,1.4,point
7/31/22 6:12,3.1,89.4,3,1.5,point
7/31/22 6:14,3.1,90.1,3.1,1.7,point
7/31/22 6:17,3.2,91.2,3.2,1.9,point
7/31/22 6:19,3.5,92.1,3.5,2.4,point
7/31/22 6:21,3.5,93.2,3.5,2.5,point
7/31/22 7:52,6.1,100,6.2,6.1,point
7/31/22 7:53,6,100,6.2,6,point
7/31/22 7:54,6.1,100,6.4,6.1,point
7/31/22 7:55,6.1,100,6.4,6.1,point
7/31/22 7:56,6.2,100,6.4,6.2,point
7/31/22 7:57,6.3,100,6.6,6.3,point
7/31/22 7:58,6.2,100,6.4,6.2,point
7/31/22 7:59,6.2,100,6.5,6.2,point
7/31/22 8:00,6.3,100,6.5,6.3,point
7/31/22 8:01,6.3,100,6.5,6.3,point
7/31/22 8:02,6.3,100,6.5,6.3,point
7/31/22 8:03,6.5,100,6.7,6.5,point
7/31/22 8:04,6.5,100,6.8,6.5,point
7/31/22 8:05,6.5,100,6.8,6.5,point
7/31/22 8:06,6.5,100,6.7,6.5,point
7/31/22 8:07,6.5,100,6.8,6.5,point
7/31/22 8:08,6.5,100,6.8,6.5,point
7/31/22 8:09,6.6,100,6.9,6.6,point
7/31/22 8:10,6.5,100,6.8,6.5,point
7/31/22 8:11,6.9,100,7.1,6.9,point
7/31/22 8:12,6.7,100,6.9,6.7,point
7/31/22 8:13,6.8,100,7,6.8,point
7/31/22 8:14,6.7,100,7,6.7,point
7/31/22 8:15,6.8,100,7.1,6.8,point
7/31/22 8:16,6.8,100,7,6.8,point
7/31/22 8:17,6.9,100,7.1,6.9,point
7/31/22 8:18,7,100,7.2,7,point
7/31/22 8:19,6.9,100,7.2,6.9,point
7/31/22 8:20,7,100,7.2,7,point
7/31/22 8:21,6.9,100,7.1,6.9,point
7/31/22 8:22,7,100,7.3,7,point
7/31/22 8:23,6.9,100,7.2,6.9,point
7/31/22 8:24,7,100,7.2,7,point
7/31/22 8:25,7.1,100,7.3,7.1,point
7/31/22 8:26,7.1,100,7.4,7.1,point
7/31/22 8:27,7.2,100,7.5,7.2,point
7/31/22 8:28,7.3,100,7.5,7.3,point
7/31/22 8:29,7.2,100,7.5,7.2,point
7/31/22 8:30,7.3,100,7.6,7.3,point
7/31/22 8:31,7.3,100,7.5,7.3,point
7/31/22 8:32,7.3,100,7.5,7.3,point
7/31/22 8:33,7.3,100,7.6,7.3,point
7/31/22 8:34,7.3,100,7.6,7.3,point
7/31/22 8:35,7.4,100,7.6,7.4,point
7/31/22 8:36,7.5,100,7.7,7.5,point
7/31/22 8:37,7.6,100,7.8,7.6,point
7/31/22 8:38,7.6,100,7.9,7.6,point
7/31/22 8:39,7.6,100,7.8,7.6,point
7/31/22 8:40,7.7,100,7.9,7.7,point
7/31/22 8:41,7.8,100,8,7.8,point
7/31/22 8:42,7.6,100,7.9,7.6,point
7/31/22 8:43,7.9,100,8.2,7.9,point
7/31/22 8:44,7.7,100,8,7.7,point
7/31/22 8:45,7.7,100,8,7.7,point
7/31/22 8:46,8,100,8.2,8,point
7/31/22 8:47,7.8,100,8.1,7.8,point
7/31/22 8:48,8,100,8.2,8,point
7/31/22 8:49,8,100,8.2,8,point
7/31/22 8:50,8.1,100,8.3,8.1,point
7/31/22 8:51,8.1,100,8.4,8.1,point
7/31/22 8:52,8.2,100,8.6,8.2,point
7/31/22 8:53,8.1,100,8.4,8.1,point
7/31/22 8:54,8.2,100,8.4,8.2,point
7/31/22 8:55,8.2,100,8.6,8.2,point
7/31/22 8:56,8.3,100,8.6,8.3,point
7/31/22 8:57,8.3,100,8.6,8.3,point
7/31/22 8:58,8.3,100,8.7,8.3,point
7/31/22 8:59,8.4,100,8.7,8.4,point
7/31/22 9:00,8.5,100,8.8,8.5,point
7/31/22 9:01,8.5,100,8.9,8.5,point
7/31/22 9:02,8.5,100,8.9,8.5,point
7/31/22 9:03,8.6,100,9,8.6,point
7/31/22 9:04,8.5,100,8.9,8.5,point
7/31/22 9:05,8.6,100,9,8.6,point
7/31/22 9:06,8.8,100,9.1,8.8,point
7/31/22 9:07,8.6,100,9,8.6,point
7/31/22 9:08,8.8,100,9.1,8.8,point
7/31/22 9:09,8.7,100,9.1,8.7,point
7/31/22 9:10,8.8,100,9.2,8.8,point
7/31/22 9:11,8.9,100,9.2,8.9,point
7/31/22 9:12,9,100,9.3,9,point
7/31/22 9:13,8.9,100,9.3,8.9,point
7/31/22 9:14,9,100,9.4,9,point
7/31/22 9:15,9,100,9.4,9,point
7/31/22 9:16,9.3,100,9.6,9.3,point
7/31/22 9:17,9.2,100,9.5,9.2,point
7/31/22 9:18,9.2,100,9.6,9.2,point
7/31/22 9:19,9.3,100,9.6,9.3,point
7/31/22 9:20,9.4,100,9.8,9.4,point
7/31/22 9:21,9.5,100,9.9,9.5,point
7/31/22 9:22,9.5,100,9.9,9.5,point
7/31/22 9:23,9.6,100,10,9.6,point
7/31/22 9:24,9.7,100,10.1,9.7,point
7/31/22 9:25,9.7,100,10,9.7,point
7/31/22 9:26,9.6,100,10,9.6,point
7/31/22 9:27,9.7,100,10,9.7,point
7/31/22 9:28,9.9,100,10.2,9.9,point
7/31/22 9:29,9.8,100,10.1,9.8,point
7/31/22 9:30,10,100,10.3,10,point
7/31/22 9:31,10,100,10.3,10,point
7/31/22 9:32,10,100,10.3,10,point
7/31/22 9:33,10.1,100,10.5,10.1,point
7/31/22 9:34,10.1,100,10.4,10.1,point
7/31/22 9:35,10.1,100,10.5,10.1,point
7/31/22 9:36,10.2,100,10.7,10.2,point
7/31/22 9:37,10.1,100,10.5,10.1,point
7/31/22 9:38,10.4,100,10.9,10.4,point
7/31/22 9:39,10.2,100,10.7,10.2,point
7/31/22 9:40,10.5,100,10.9,10.5,point
7/31/22 9:41,10.3,100,10.8,10.3,point
7/31/22 9:42,10.3,100,10.8,10.3,point
7/31/22 9:43,10.5,100,10.9,10.5,point
7/31/22 9:44,10.5,100,11,10.5,point
7/31/22 9:45,10.5,100,11,10.5,point
7/31/22 9:46,10.6,100,11.1,10.6,point
7/31/22 9:47,10.7,100,11.1,10.7,point
7/31/22 9:48,10.8,100,11.3,10.8,point
7/31/22 9:49,10.8,100,11.3,10.8,point
7/31/22 9:50,11,100,11.5,11,point
7/31/22 9:51,10.9,100,11.3,10.9,point
7/31/22 9:52,11.1,100,11.6,11.1,point
7/31/22 9:53,11.2,100,11.6,11.2,point
7/31/22 9:54,11.1,100,11.6,11.1,point
7/31/22 9:55,11.3,100,11.8,11.3,point
7/31/22 9:56,11.3,100,11.7,11.3,point
7/31/22 9:57,11.4,100,11.8,11.4,point
7/31/22 9:58,11.4,100,11.8,11.4,point
7/31/22 9:59,11.6,100,12.1,11.6,point
7/31/22 10:00,11.7,100,12.1,11.7,point
7/31/22 10:01,11.5,100,12,11.5,point
7/31/22 10:02,11.6,100,12.1,11.6,point
7/31/22 10:03,11.7,100,12.2,11.7,point
7/31/22 10:04,11.9,100,12.3,11.9,point
7/31/22 10:05,11.8,100,12.3,11.8,point
7/31/22 10:06,11.8,100,12.2,11.8,point
7/31/22 10:07,11.8,100,12.3,11.8,point
7/31/22 10:08,11.8,100,12.3,11.8,point
7/31/22 10:09,11.9,100,12.3,11.9,point
7/31/22 10:10,11.9,100,12.3,11.9,point
7/31/22 10:11,12,100,12.5,12,point
7/31/22 10:12,12,100,12.5,12,point
7/31/22 10:13,12.2,100,12.8,12.2,point
7/31/22 10:14,12.2,100,12.8,12.2,point
7/31/22 10:15,12.2,100,12.8,12.2,point
7/31/22 10:16,12.4,100,13,12.4,point
7/31/22 10:17,12.6,100,13.1,12.6,point
7/31/22 10:18,12.6,100,13.1,12.6,point
7/31/22 10:19,12.5,100,13.1,12.5,point
7/31/22 10:20,12.7,100,13.2,12.7,point
7/31/22 10:21,12.7,100,13.2,12.7,point
7/31/22 10:22,12.8,100,13.3,12.8,point
7/31/22 10:23,12.9,100,13.5,12.9,point
7/31/22 10:24,12.9,100,13.5,12.9,point
7/31/22 10:25,13.1,100,13.6,13.1,point
7/31/22 10:26,13.1,100,13.7,13.1,point
7/31/22 10:27,13.3,100,13.8,13.3,point
7/31/22 10:28,13.1,100,13.7,13.1,point
7/31/22 10:29,13.5,100,14,13.5,point
7/31/22 10:30,13.5,100,14,13.5,point
7/31/22 10:31,13.6,100,14.1,13.6,point
7/31/22 10:32,13.5,100,14.1,13.5,point
7/31/22 10:33,13.6,100,14.2,13.6,point
7/31/22 10:34,13.9,100,14.4,13.9,point
7/31/22 10:35,13.9,100,14.4,13.9,point
7/31/22 10:36,14,100,14.6,14,point
7/31/22 10:37,14.1,100,14.7,14.1,point
7/31/22 10:38,14.2,100,14.8,14.2,point
7/31/22 10:39,14.3,100,14.8,14.3,point
7/31/22 10:40,14.3,100,15,14.3,point
7/31/22 10:41,14.2,100,14.8,14.2,point
7/31/22 10:42,14.3,100,15,14.3,point
7/31/22 10:43,14.5,100,15.1,14.5,point
7/31/22 10:44,14.6,100,15.2,14.6,point
7/31/22 10:45,14.7,100,15.3,14.7,point
7/31/22 10:46,14.5,100,15.2,14.5,point
7/31/22 10:47,14.7,100,15.3,14.7,point
7/31/22 10:48,14.6,100,15.3,14.6,point
7/31/22 10:49,14.7,100,15.4,14.7,point
7/31/22 10:50,14.8,100,15.5,14.8,point
7/31/22 10:51,15,100,15.6,15,point
7/31/22 10:52,15.1,100,15.7,15.1,point
7/31/22 10:53,15.3,100,15.9,15.3,point
7/31/22 10:54,15.2,100,15.9,15.2,point
7/31/22 10:55,15.2,100,15.9,15.2,point
7/31/22 10:56,15.4,100,16,15.4,point
7/31/22 10:57,15.6,100,16.2,15.6,point
7/31/22 10:58,15.6,100,16.3,15.6,point
7/31/22 10:59,15.7,100,16.3,15.7,point
7/31/22 11:00,15.9,100,16.5,15.9,point
7/31/22 11:01,15.8,100,16.5,15.8,point
7/31/22 11:02,16,100,16.7,16,point
7/31/22 11:03,16,100,16.7,16,point
7/31/22 11:04,16.1,100,16.8,16.1,point
7/31/22 11:05,16.1,100,16.8,16.1,point
7/31/22 11:06,16.1,100,16.8,16.1,point
7/31/22 11:07,16.4,100,17.1,16.4,point
7/31/22 11:08,16.6,100,17.3,16.5,point
7/31/22 11:09,16.5,100,17.3,16.5,point
7/31/22 11:10,16.6,100,17.4,16.6,point
7/31/22 11:11,16.7,100,17.4,16.7,point
7/31/22 11:12,16.7,100,17.5,16.7,point
7/31/22 11:13,16.8,100,17.6,16.8,point
7/31/22 11:14,17.1,100,17.8,17.1,point
7/31/22 11:15,17.3,100,18,17.3,point
7/31/22 11:16,17.4,100,18.1,17.4,point
7/31/22 11:17,17.7,100,18.4,17.7,point
7/31/22 11:18,17.8,100,18.5,17.8,point
7/31/22 11:19,17.7,99.3,18.4,17.6,point
7/31/22 11:20,17.9,96.4,18.4,17.3,point
7/31/22 11:21,17.9,90.4,18.1,16.3,point
7/31/22 11:22,18.1,88,18.2,16.1,point
7/31/22 11:23,18,85.9,18,15.6,point
7/31/22 11:24,18.2,82.7,18.2,15.3,point
7/31/22 11:25,18.5,84.4,18.5,15.8,point
7/31/22 11:26,18.3,83.6,18.2,15.5,point
7/31/22 11:27,18.4,82,18.2,15.2,point
7/31/22 11:28,18.5,79.1,18.3,14.9,point
7/31/22 11:29,18.5,69.8,17.7,12.8,point
7/31/22 11:30,18.5,65.1,17.5,11.9,point
7/31/22 11:31,18.8,64.2,17.9,11.9,point
7/31/22 11:32,18.8,65.2,17.8,12.1,point
7/31/22 11:33,18.9,73.7,18.4,14.1,point
7/31/22 11:34,18.9,69.2,18.1,13.1,point
7/31/22 11:35,18.9,62.7,18,11.7,point
7/31/22 11:36,19.1,71.8,18.7,13.9,point
7/31/22 11:37,19.3,71.5,18.8,14,point
7/31/22 11:38,19.1,60.8,18,11.3,point
7/31/22 11:39,19,58.2,17.9,10.6,point
7/31/22 11:40,19.2,58.5,18.1,10.9,point
7/31/22 11:41,19.4,61.1,18.6,11.7,point
7/31/22 11:42,19.4,65.8,18.7,12.8,point
7/31/22 11:43,19.6,69.2,19.2,13.9,point
7/31/22 11:44,19.6,57.2,18.5,10.9,point
7/31/22 11:45,19.6,54.6,18.4,10.2,point
7/31/22 11:46,19.7,53,18.5,9.8,point
7/31/22 11:47,19.5,50.8,18.1,9,point
7/31/22 11:48,19.8,52.2,18.7,9.8,point
7/31/22 11:49,19.8,54.6,18.9,10.4,point
7/31/22 11:50,20,60.8,19.3,12.2,point
7/31/22 11:51,19.9,53,18.8,10,point
7/31/22 11:52,20,50.5,18.8,9.4,point
7/31/22 11:53,20.1,53.2,19.2,10.3,point
7/31/22 11:54,20.4,58.4,19.8,11.9,point
7/31/22 11:55,20.3,51.5,19.4,10,point
7/31/22 11:56,20.4,50.1,19.4,9.6,point
8/1/22 23:26,16.5,100,17.3,16.5,point
8/1/22 23:27,16.5,100,17.2,16.5,point
8/1/22 23:28,16.5,100,17.2,16.5,point
8/1/22 23:29,16.5,100,17.2,16.5,point
8/1/22 23:30,16.5,100,17.2,16.5,point
8/1/22 23:31,16.5,100,17.2,16.5,point
8/1/22 23:32,16.5,100,17.2,16.5,point
8/1/22 23:33,16.5,100,17.2,16.5,point
8/1/22 23:34,16.5,100,17.2,16.5,point
8/1/22 23:35,16.5,100,17.2,16.5,point
8/1/22 23:36,16.5,100,17.2,16.5,point
8/1/22 23:37,16.5,100,17.2,16.5,point
8/1/22 23:38,16.4,100,17.2,16.4,point
8/1/22 23:39,16.5,100,17.2,16.5,point
8/1/22 23:40,16.5,100,17.2,16.5,point
8/1/22 23:41,16.5,100,17.2,16.5,point
8/1/22 23:42,16.4,100,17.2,16.4,point
8/1/22 23:43,16.5,100,17.2,16.5,point
8/1/22 23:44,16.5,100,17.2,16.5,point
8/1/22 23:45,16.5,100,17.2,16.5,point
8/1/22 23:46,16.4,100,17.2,16.4,point
8/1/22 23:47,16.4,100,17.1,16.4,point
8/1/22 23:48,16.4,100,17.2,16.4,point
8/1/22 23:49,16.4,100,17.2,16.4,point
8/1/22 23:50,16.4,100,17.2,16.4,point
8/1/22 23:51,16.4,100,17.1,16.4,point
8/1/22 23:52,16.4,100,17.1,16.4,point
8/1/22 23:53,16.4,100,17.1,16.4,point
8/1/22 23:54,16.4,100,17.1,16.4,point
8/1/22 23:55,16.4,100,17.1,16.4,point
8/1/22 23:56,16.4,100,17.1,16.4,point
8/1/22 23:57,16.3,100,17.1,16.3,point
8/1/22 23:58,16.3,100,17.1,16.3,point
8/1/22 23:59,16.3,100,17.1,16.3,point
8/2/22 0:00,16.3,100,17.1,16.3,point
