Device Name,D2 AG - 2593300,,,,
Device Model,Kestrel D2 AG,,,,
Serial Number,2593300,,,,
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C,
7/23/22 22:34,24.5,19.6,22.1,-0.2,point
7/23/22 22:35,24.5,19.6,22.1,-0.2,point
7/23/22 22:36,24.5,19.6,22.1,-0.2,point
7/23/22 22:37,24.5,19.6,22.1,-0.2,point
7/23/22 22:38,24.5,19.6,22.1,-0.2,point
7/23/22 22:39,24.5,19.6,22.1,-0.2,point
7/23/22 22:40,24.5,19.6,22.1,-0.2,point
7/23/22 22:41,24.5,19.6,22.1,-0.2,point
7/23/22 22:42,24.5,19.6,22.1,-0.2,point
7/23/22 22:43,24.5,19.7,22.1,-0.2,point
7/23/22 22:44,24.5,19.7,22,-0.2,point
7/23/22 22:45,24.5,19.7,22.1,-0.2,point
7/23/22 22:46,24.5,19.7,22,-0.1,point
7/23/22 22:47,24.5,19.7,22,-0.1,point
7/23/22 22:48,24.5,19.7,22,-0.1,point
7/23/22 22:49,24.5,19.7,22,-0.1,point
7/23/22 22:50,24.5,19.7,22,-0.1,point
7/23/22 22:51,24.5,19.7,22,-0.1,point
7/23/22 22:52,24.5,19.7,22,-0.1,point
7/23/22 22:53,24.5,19.7,22,-0.1,point
7/23/22 22:54,24.5,19.7,22,-0.1,point
7/23/22 22:55,24.5,19.8,22,-0.1,point
7/23/22 22:56,24.5,19.8,22,-0.1,point
7/23/22 22:57,24.5,19.8,22,-0.1,point
7/23/22 22:58,24.5,19.8,22,-0.1,point
7/23/22 22:59,24.5,19.8,22,-0.1,point
7/23/22 23:00,24.4,19.8,22,-0.1,point
7/23/22 23:01,24.5,19.8,22,-0.1,point
7/23/22 23:02,24.5,19.8,22,-0.1,point
7/23/22 23:03,24.4,19.8,22,-0.1,point
7/23/22 23:04,24.4,19.9,22,-0.1,point
7/23/22 23:05,24.4,19.9,22,-0.1,point
7/23/22 23:06,24.4,19.9,22,-0.1,point
7/23/22 23:07,24.4,19.9,22,-0.1,point
7/23/22 23:08,24.4,19.9,22,-0.1,point
7/23/22 23:09,24.4,19.9,21.9,-0.1,point
7/23/22 23:10,24.4,19.9,22,-0.1,point
7/23/22 23:11,24.4,19.9,22,-0.1,point
7/23/22 23:12,24.4,19.9,22,0,point
7/23/22 23:13,24.4,19.9,22,0,point
7/23/22 23:14,24.4,19.9,22,0,point
7/23/22 23:15,24.4,19.9,21.9,-0.1,point
7/23/22 23:16,24.4,19.9,22,0,point
7/23/22 23:17,24.4,19.9,22,-0.1,point
7/23/22 23:18,24.4,19.9,22,-0.1,point
7/23/22 23:19,24.4,19.9,21.9,-0.1,point
